titulo;descricao;preco;area util por m²;quartos;banheiros;vagas garagem;rua/avenida;custo condominio;iptu;bairro;cidade;estado;cep;ar condicionado;mobiliado;elevador;churrasqueira;salão de festas;quarto de serviço;segurança 24h;armários no quarto;condomínio fechado;piscina;armários na cozinha;varanda;área de serviço;academia;portaria;permitido animais
Apartamento (Padrão), com 2 quartos e 2 banheiros à Venda, 78 m² em Ilhéus/BA;"Código do anúncio: A00510

O imóvel - apartamentos 02 quartos sendo 01 suíte - brilho do atlântico\"" possui 2 dormitórios, 2 banheiros, 1 vaga na garagem, imóvel novo, churrasqueira, piscina, varanda e está localizado em Avenida Tancredo Neves, São Francisco, Ilhéus. Quem busca morar de frente para a praia o Residencial Brilho do Atlântico é o empreendimento perfeito. O mais novo lançamento da M. Cruz construtora dispõe de apartamentos de 02 e 03 quartos, localizado no coração da zona Sul, na área de maior crescimento e valorização de Ilhéus.";468256.0;78.0;2;2;1;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0
Apartamento (Padrão), com 1 quartos e 1 banheiros à Venda, 31 m² em Ilhéus/BA;"Código do anúncio: A005115605

STUDIOS DE 1 DORMITÓRIO A PARTIR DE 31m² Um empreendimento contemporâneo, que reúne o melhor de Ilhéus com atributos arquitetônicos que vão além das suas expectativas. Uma moradia por assinatura que é ótima para suas férias e melhor ainda para seus rendimentos.A MELHOR LOCALIZAÇÃO QUE VOCÊ PODERIA IMAGINAR:- A 5 minutos do aeroporto - À beira-mar - Perto de todas as conveniências que você precisa. Um projeto assinado pela CARAMELO ARQUITETOS ASSOCIADOS";280088.0;31.0;1;1;1;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;1;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0
Apartamento (Alto Padrão), com 2 quartos e 2 banheiros à Venda, 80 m² em Ilhéus/BA;"Código do anúncio: A00515

O Unique Park Residence é um projeto moderno com arquitetura única, será o empreendimento mais alto da cidade de Ilhéus.Apartamentos de 2 e 3 dormitórios, com opções diferenciadas de gardens, gardens suspensos e coberturas duplex.O projeto proporciona vistas incríveis para todos os apartamentos, o que abrirá novos horizontes e possibilitará momentos especiais ao lado de quem você ama.";379000.0;80.0;2;2;1;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0
Apartamento (Padrão), com 3 quartos e 2 banheiros à Venda, 76 m² em Ilhéus/BA;"Código do anúncio: A005199... ver número

D`ouro Park - Ilhéus Bahia - Brasil O D\'ouro Park é um empreendimento completo e moderno com diversas opções de 58 a 76 m², com 2 e 3 dormitórios e uma varanda incrível! Veja as opções e escolha a que melhor se encaixa para a sua vida, temos certeza que uma delas foi feita para você!O D\'ouro Park Residencial trás um conceito inovador, que vai mudar a sua vida, trazendo-o para mais perto da natureza com design, elegância e conforto. Um empreendimento completo com 2 torres de 2 e 3 dormitórios que permitem a vista das praias de Ilhéus, relaxe e venha viver com qualidade de vida!";399000.0;76.0;3;2;1;Rua das Andorinhas;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655754;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0
Apartamento (Alto Padrão), com 2 quartos e 2 banheiros à Venda, 70 m² em Ilhéus/BA;"Código do anúncio: A005109

O Coral Park Residence é o nosso mais novo empreendimento na Zona Sul de Ilhéus!Um projeto completo com design único e inovador que será um destaque na região. Ele contará com 1 torre em frente a praia, com 2 e 3 dormitórios, uma varanda sensacional (opções com churrasqueira), sauna, elevadores, piscina com borda infinita com vista para o mar e muito mais.Invista na qualidade de vida da sua família com um empreendimento com a qualidade que só a SSN Incorporações vai te proporcionar.";416000.0;70.0;2;2;1;Rua Praia Dourada;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655764;0;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0
Ilhéus - Apartamento 03 quartos sendo um 01 suíte - Venda - D'Ouro Park;"Código do anúncio: 4407

Descubra o seu novo lar no prestigiado empreendimento D'Ouro Park, localizado na deslumbrante cidade de Ilhéus, Bahia. Este incrível apartamento de 03 quartos, com uma suíte elegante, está disponível para venda, oferecendo uma oportunidade única de viver em grande estilo.

O apartamento apresenta espaços amplos e bem iluminados, proporcionando conforto e aconchego para toda a família. A suíte master oferece privacidade e requinte, sendo um refúgio perfeito para relaxar após um longo dia. A área de estar é ideal para momentos de convívio e entretenimento, com espaço de sobra para receber amigos e familiares.

O D'Ouro Park é conhecido por sua infraestrutura completa e suas comodidades de primeira classe. O empreendimento oferece áreas de lazer, piscina, academia, espaços ao ar livre e muito mais, permitindo que você desfrute de um estilo de vida privilegiado. A localização em Ilhéus, Bahia, proporciona acesso fácil a praias deslumbrantes, restaurantes premiados, comércio local e serviços essenciais. Além disso, a cidade oferece uma rica história cultural e uma atmosfera encantadora, tornando-a um lugar excepcional para se viver.

Esta é uma oportunidade imperdível para adquirir um apartamento de alto padrão no D'Ouro Park, em Ilhéus, Bahia. Entre em contato conosco agora mesmo para agendar uma visita e começar a trilhar o caminho para a sua nova casa.
 Evandro Zanonatto
 Imobiliária Atlântico Sul
 Olívia Monteiro 
IMÓVEL";600000.0;76.0;3;2;1;Rua dos Tangarás;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655752;0;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0
Vendo Apartamento no Condominio Aguas de Olivença Prive;"Código do anúncio: 11036

Corretor: Júnior Menezes
CRECI.: 26.612
Contato: 
Whatzapp 


Vendo Apartamento no Condominio Aguas de Olivença Prive

01 Sala
01 Suíte
01 Quarto
01 Banheiro Social
01 Cozinha
01 Área de serviço

Condomínio pé na Areia
Infraestrutura com piscina, Área Gourmet, Salão de festa.
Mobiliado
Todos os cômodos com Ar condicionado

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";550000.0;60.0;2;2;1;Avenida Tancredo Neves;0.0;0.0;Olivença;Ilhéus;BA;45660500;1;1;0;1;1;0;1;0;0;1;0;0;1;0;0;0
Vendo Apartamento com 3/4;"Código do anúncio: 10994

Corretor :Ricardo Hafner
CRECI.: 23.200
Contato: 

Vendo apartamento na Planta 

01 Suíte
02 Quartos
01 Sala
Cozinha
Área de serviço
01 Varanda

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";550000.0;105.0;2;2;1;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;1;1;1;0;1;0;0;1;0;1;0;1;0;0
Vendo Apartamento na Planta com 3/4;"Código do anúncio: 10999

Corretor Ricardo Hafner
CRECI.: 23.200
Contato: 

Vendo Apartamento na Planta

01 Suite 
02 Quartos
01 Sala
Cozinha
Área de servico
Varanda

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";550000.0;105.0;3;2;1;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;1;1;1;0;1;0;0;1;0;1;0;1;0;0
Vendo Soberano Residence com 2/4 Vista Mar;"Código do anúncio: 11001

Corretor: Valdnei Santana
CRECI.: 23.174
Contato: 

Soberano Residence com 2/4 Vista Mar

01 Quarto
01 Suíte
01 Sala ampla
01 Área de serviço
01 Banheiro social
01 Vagas de garagem

Icônico, magnífico e grandioso.

Um empreendimento que reflete seus maiores sonhos.
O privilégio de estar no ápice da qualidade de vida e morar onde todos querem estar.
Onde momentos inigualáveis serão vividos repletos de sofisticação.
E o requinte contemporâneo será sua nova realidade.
A verdadeira experiência de alto padrão acima de qualquer outra.
A tradução perfeita do seu novo estilo de vida no melhor da Praia do Sul, em Ilhéus.

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";550000.0;67.0;2;2;1;Avenida Tancredo Neves;450.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0
Ilhéus - Apartamento garden mobiliado 03 quartos, sendo 01 suíte - Real Park;"Código do anúncio: 4393

Apresentamos um magnífico apartamento no Real Park, um empreendimento de prestígio. Este imóvel mobiliado possui 137m², 03 quartos, incluindo 01 suíte, além de um espaçoso jardim privativo. Com acabamentos impecáveis, o apartamento conta com piso porcelanato, iluminação em LED e uma elegante bancada em nano glass. Também dispõe de 03 ar condicionados e foi projetado pela renomada arquiteta Katia Passino.

Localizado em uma região valorizada, o Real Park oferece uma atmosfera tranquila, cercada por áreas verdes, e fácil acesso a diversos pontos da cidade. Supermercados, restaurantes, escolas e demais serviços estão nas proximidades.

Este apartamento é a escolha perfeita para aqueles que buscam um ambiente sofisticado, funcional e acolhedor. Sua distribuição inteligente dos espaços proporciona conforto e elegância, ideal para criar momentos memoráveis com a família.

Entre em contato conosco agora mesmo e agende uma visita para conhecer pessoalmente essa oportunidade exclusiva. A Imobiliária Atlântico Sul está pronta para auxiliá-lo na busca pelo imóvel perfeito.

 Imobiliária Atlântico Sul
 Evandro Zanonatto
 Marflei AndersenIMÓVEL";900000.0;137.0;3;1;2;Rua Gildo Mário Caldas;475.0;0.0;São Francisco;Ilhéus;BA;45655108;1;0;1;1;1;0;1;0;0;1;0;1;1;1;0;0
Vendo Apartamento em Construção;"Código do anúncio: 10970

Corretor Ricardo Hafner 
CRECI.: 23.200
Contato: 

Vendo Apartamento em Construção 

01 Suíte
02 Quartos
01 Sala
Cozinha
Área de serviço
Varanda com vista

 Entrega em Dezembro, Torre Maldivas, 5º andar

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";650000.0;68.0;2;2;1;Avenida Lomanto Júnior - até 1064/1065;450.0;0.0;Pontal;Ilhéus;BA;45654000;0;0;1;1;0;0;1;0;0;1;0;1;1;1;0;0
Vendo Apartamento no Pontal Park;"Código do anúncio: 10954

IBS - Imóveis Bahia Sul
CRECI.: J.1.925
Contato: 

Vendo Apartamento no Pontal Park

01 Quarto
01 Suíte
01 Banheiro Social
01 Varanda
01 Copa
01 Cozinha
01 Área de Serviço

Infraestrutura do condomínio:
Salão de festas
Cozinha Gourmet
Piscina
Parque Infantil
Brinquedoteca
Campo Society
Espaço Fitness
Bicicletário

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo,
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal.
Em caso de dúvidas, favor entrar em contato.""";530000.0;63.0;2;2;1;Avenida Lomanto Júnior - de 1066/1067 ao fim;376.0;0.0;Pontal;Ilhéus;BA;45654001;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0
VENDO APARTAMENTO COM 2/4 NO PONTAL;"Código do anúncio: 10967

CORRETORA: DRUCILLA SILVA DE SOUSA
CRECI.: 29.123
CONTATO:( 73) 

APARTAMENTO NO PONTAL TERRÉO

01 SALA
02 QUARTOS
01 BANHEIRO
COZINHA
ÁREA DE SERVIÇO

OBS.: ''O VALOR DA COMPRA E VENDA ACIMA MENCIONADO PODERÁ SOFRER ALTERAÇÃO POR EVENTUAIS CORREÇÕES REALIZADAS PELO PROPRIETÁRIO(A) EM VIRTUDE DO TEMPO,
BEM COMO TAMBÉM OS VALORES DAS TAXAS CONDOMINIAIS MENSAIS PODERÃO SOFRER REAJUSTES CONFORME REGULAMENTO CONDOMINIAL 
E O IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) CONFORME PREFEITURA MUNICIPAL.
EM CASO DE DÚVIDAS, POR FAVOR ENTRAR EM CONTATO.''";300000.0;65.0;2;1;Não Tem;Rua Hermínio Ramos;0.0;0.0;Pontal;Ilhéus;BA;45654480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vendo Apartamento com 2/4 na Zona Sul;"Código do anúncio: 10953

Corretor :Ricardo Hafner 
CRECI.: 23.200
Contato: 

Vendo Excelente Apartamento na Zona Sul

01 Suite 
01 Quarto
01 Sala
Cozinha
Área de servico 
01 Varanda

Prédio:
Piscina, academia, churrasqueira, quadra de futebol 
Ótima localização de frente para o mar 

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";530000.0;58.0;2;2;1;Avenida Tancredo Neves;420.0;1300.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;0;1;1;1;0;1;0;0;1;0;1;0;1;0;0
VENDO APARTAMENTO NO PONTAL COM 2/4;"Código do anúncio: 10965

CORRETORA: DRUCILLA SILVA DE SOUSA
CRECI.: 29.123
CONTATO: 

APARTAMENTO NO PONTAL 2°ANDAR

01 SALA DE ESTAR
01 SALA DE JANTAR
01 BANHEIRO SOCIAL
01 QUARTO
01 SUÍTE
COZINHA
ÁREA DE SERVIÇO
01VAGA NA GARAGEM

OBS.: ''O VALOR DA COMPRA E VENDA ACIMA MENCIONADO PODERÁ SOFRER ALTERAÇÃO POR EVENTUAIS CORREÇÕES REALIZADAS PELO PROPRIETÁRIO(A) EM VIRTUDE DO TEMPO,
BEM COMO TAMBÉM OS VALORES DAS TAXAS CONDOMINIAIS MENSAIS PODERÃO SOFRER REAJUSTES CONFORME REGULAMENTO CONDOMINIAL 
E O IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) CONFORME PREFEITURA MUNICIPAL.
EM CASO DE DÚVIDAS, POR FAVOR ENTRAR EM CONTATO.''";380000.0;102.0;2;2;Não Tem;Rua Hermínio Ramos;0.0;0.0;Pontal;Ilhéus;BA;45654480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vendo Cobertura com 3/4 com Piscina;"Código do anúncio: 10910

Corretora: Luciana Daneu
CRECI.: 22.423
Contato: 

Cobertura com 3/4 com Piscina 

01 Sala
02 Quartos 
01 Suíte
01 Cozinha
01 Área de serviço
01 Área Gourmet com churrasqueira
01 Piscina
01 Lavabo
01 Chuveiro externo
02 Vagas de garagem

Cobertura bem localizada, em bairro nobre, nascente total

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";800000.0;200.0;3;2;2;Rua Dina Góes;0.0;0.0;São Francisco;Ilhéus;BA;45655142;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0
Vendo Apartamento Vista Mar frente, no Blue Park;"Código do anúncio: 10914

Corretor Antonio Dattoli 
CRECI.: 28.453
Contato: 

Vendo Apartamento Vista Mar frente, no Blue Park

01 Quarto 
01 Suite 
01 Sala de estar 
01 Sala de jantar 
01 Cozinha 
01 Área de serviço 
01 Varanda con área gourmet

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";650000.0;70.0;2;2;1;Avenida Tancredo Neves;370.0;0.0;São Francisco;Ilhéus;BA;45655120;1;0;1;1;1;0;1;0;0;1;0;1;1;1;0;0
VENDO APARTAMENTO COM 2/4 VISTA MAR;"Código do anúncio: 10891

CORRETORA: DRUCILA SOUSA
CRECI.: 29.123
CONTATO: 

APARTAMENTO NO CONDOMÍNIO SOBERANO 

02 SALAS 
01 QUARTO SOCIAL
01 SUITE 
01 BANHEIRO SOCIAL 
01 VARANDA
COZINHA 
ÁREA DE SERVIÇO 
01 VAGA DE GARAGEM 

FRENTE

CONDOMÍNIO COM: SEGURANÇA,,BELEZA E CONFORTO.
INFRAESTRUTURA DE LAZER COMPLETA.
LOCALIZAÇÃO PREVILEGIADA.

OBS.: ''O VALOR DA COMPRA E VENDA ACIMA MENCIONADO PODERÁ SOFRER ALTERAÇÃO POR EVENTUAIS CORREÇÕES REALIZADAS PELO PROPRIETÁRIO(A) EM VIRTUDE DO TEMPO,
BEM COMO TAMBÉM OS VALORES DAS TAXAS CONDOMINIAIS MENSAIS PODERÃO SOFRER REAJUSTES CONFORME REGULAMENTO CONDOMINIAL 
E O IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) CONFORME PREFEITURA MUNICIPAL.
EM CASO DE DÚVIDAS, POR FAVOR ENTRAR EM CONTATO.''";590000.0;67.0;2;2;Não Tem;Avenida Tancredo Neves;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0
Vendo Apartamento com Três Suítes Frente Mar;"Código do anúncio: 10803

IBS - Imóveis Bahia Sul
Corretor: Cristiano Rodrigo
CRECI:25.955
Contato: 

Apartamento no Residencial Maranello Frente Mar

03 Suítes
01 Sala
01 Cozinha
01 Área de serviço
01 Varanda
01 Lavabo
01Banheiro de serviço

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";700000.0;106.0;3;4;Não Tem;Rua Pelicano;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655716;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
